product_id,product_name,brand,category,subcategory,model_number,description,price,currency,voltage,power,frequency,rpm,weight,dimensions,material,ip_rating,warranty,manufacturer,country,supplier,source,technical_document,product_url
PID-10810,Wilo Positive Displacement Pump WIL-PMP-3068,Wilo,Pumps,Positive Displacement Pump,WIL-PMP-3068,"*** WILO SPECIAL PROMO *** Model WIL-PMP-3068. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",18283.13,EUR,380 V 3-Phase,15 HP,50 Hz,3500 rpm,40.5 LBS,55.7x12.3x49.4 cm,Bronze,IP66,1 Year Standard,Wilo,Germany,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/wilo/wil-pmp-3068.pdf,https://www.industrial-supply-direct.com/item/wil-pmp-3068
PID-10811,Xylem Submersible Slurry Pump XYL-PMP-2594,Xylem,Pumps,Submersible Slurry Pump,XYL-PMP-2594,REDUNDANT RECORD: Xylem XYL-PMP-2594 Pumps Submersible Slurry Pump. Contact supplier Nordic Machinery Hub for spec sheet.,14925.81,$,24 V DC,7.5 kW,50/60 Hz,1450 RPM,411.9 kilograms,726x121x657mm,Cast Iron GG25,IP66,36 Months Extended,Xylem,Germany,Nordic Machinery Hub,Field Engineering Audit,https://docs.productiq-assets.com/specs/xylem/xyl-pmp-2594.pdf,https://www.industrial-supply-direct.com/item/xyl-pmp-2594
PID-10812,SEW-Eurodrive Explosion-Proof Motor SEW-MTR-6886,SEW-Eurodrive,Industrial Motors,Explosion-Proof Motor,SEW-MTR-6886,"*** SEW-EURODRIVE SPECIAL PROMO *** Model SEW-MTR-6886. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",438.29,USD,230/400V,15000 W,50 Hz,1750 RPM,181.1 KG,290 x 328 x 528 mm,Ductile Iron,IP55,24 months,SEW-Eurodrive,China,Apex Industrial Supplies,Vendor Portal Upload,https://docs.productiq-assets.com/specs/sew-eurodrive/sew-mtr-6886.pdf,https://www.industrial-supply-direct.com/item/sew-mtr-6886
PID-10813,Euchner Emergency Stop Rope Pull EUC-SFT-8846,Euchner,Safety Equipment,Emergency Stop Rope Pull,EUC-SFT-8846,"Euchner Emergency Stop Rope Pull EUC-SFT-8846 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",15394.13,USD,24VDC,0.02 kW,50/60 Hz,N/A,128.7 KG,L:388 W:356 H:278,Reinforced Polymer,IP65,12 Months,Euchner,Japan,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/euchner/euc-sft-8846.pdf,https://www.industrial-supply-direct.com/item/euc-sft-8846
PID-10814,Kaeser Reciprocating Air Compressor KAE-CMP-7526,Kaeser,Compressors,Reciprocating Air Compressor,KAE-CMP-7526,"*** KAESER SPECIAL PROMO *** Model KAE-CMP-7526. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",12869.41,EUR,460 V 60Hz,55 kW,60 Hz,3000 rpm,167.6 kg,53.6x32.6x77.2 cm,Acoustic Enclosure,IP55,5 Years,Kaeser,Japan,TechFlow Solutions,Vendor Portal Upload,https://docs.productiq-assets.com/specs/kaeser/kae-cmp-7526.pdf,https://www.industrial-supply-direct.com/item/kae-cmp-7526
PID-10815,Gardner Denver Vane Compressor GAR-CMP-3282,Gardner Denver,Compressors,Vane Compressor,GAR-CMP-3282,"Compact and durable Vane Compressor with 100 HP rating, rated for 400V 50Hz networks.",1187.25,$,400V 50Hz,100 HP,50 Hz,2950 RPM,428.2 LBS,"14.5"" x 5.0"" x 16.1""",Cast Iron Block,IP65,36 Months Extended,Gardner Denver,United States,TechFlow Solutions,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-3282.pdf,https://www.industrial-supply-direct.com/item/gar-cmp-3282
PID-10816,Mitsubishi Electric Safety Relay MIT-CTL-4439,Mitsubishi Electric,Control Systems,Safety Relay,MIT-CTL-4439,<div><p>Industrial Control Systems - MIT-CTL-4439</p><span>Manufacturer: Mitsubishi Electric</span><br>Standard spec with warranty: 36 Months Extended</div>,9560.48,$,24 V DC,15 kW,50/60 Hz,N/A,,,Polycarbonate / Aluminum,IP20,36 Months Extended,Mitsubishi Electric,Switzerland,Global Electro Corp,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/mitsubishi_electric/mit-ctl-4439.pdf,https://www.industrial-supply-direct.com/item/mit-ctl-4439
PID-10817,Schneider Electric Surge Protection Device SCH-ELC-2012,Schneider Electric,Electrical Components,Surge Protection Device,SCH-ELC-2012,<div><p>Industrial Electrical Components - SCH-ELC-2012</p><span>Manufacturer: Schneider Electric</span><br>Standard spec with warranty: </div>,15537.14,USD,400 V,N/A,50 Hz,N/A,232.6 kg.,L:733 W:102 H:844,DMC Polyester Glass,IP30,,Schneider Electric,Switzerland,Apex Industrial Supplies,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-2012.pdf,https://www.industrial-supply-direct.com/item/sch-elc-2012
PID-10818,Yokogawa Radar Level Sensor YOK-SNS-2357,Yokogawa,Sensors,Radar Level Sensor,YOK-SNS-2357,Heavy-duty industrial grade Radar Level Sensor engineered by Yokogawa. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,,GBP,LOOP POWERED,< 3W,N/A,N/A,160.4 g,"12.3"" x 7.2"" x 30.9""",PVDF,IP69K,1 Year Standard,Yokogawa,France,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/yokogawa/yok-sns-2357.pdf,https://www.industrial-supply-direct.com/item/yok-sns-2357
PID-10819,Siemens SIMATIC Distributed Control System (DCS) Module SIE-CTL-1434,Siemens SIMATIC,Control Systems,Distributed Control System (DCS) Module,SIE-CTL-1434,"*** SIEMENS SIMATIC SPECIAL PROMO *** Model SIE-CTL-1434. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",3914.29,EUR,24vdc,22 kW,50/60 Hz,N/A,53.5 lbs,"39.5"" x 4.9"" x 19.5""",Metal Alloy,,5 Years,Siemens SIMATIC,Switzerland,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/siemens_simatic/sie-ctl-1434.pdf,https://www.industrial-supply-direct.com/item/sie-ctl-1434
PID-10820,Schneider Electric Surge Protection Device SCH-ELC-6828,Schneider Electric,Electrical Components,Surge Protection Device,SCH-ELC-6828,"*** SCHNEIDER ELECTRIC SPECIAL PROMO *** Model SCH-ELC-6828. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",1797.61,$,690 V,1600 A Rating,50 Hz,N/A,,601x564x444mm,Silver Alloy Contacts,IP20,36 Months Extended,Schneider Electric,Finland,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-6828.pdf,https://www.industrial-supply-direct.com/item/sch-elc-6828
PID-10821,KSB Submersible Slurry Pump KSB-PMP-5254,KSB,Pumps,Submersible Slurry Pump,KSB-PMP-5254,Heavy-duty industrial grade Submersible Slurry Pump engineered by KSB. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,14420.56,EUR,415V,15 kW,50/60 Hz,3500 rpm,250.3 kilograms,,Duplex Steel,ip68,24 months,KSB,China,Global Electro Corp,OEM Technical Data Sheet,,https://www.industrial-supply-direct.com/item/ksb-pmp-5254
PID-10822,Baldor-Reliance Explosion-Proof Motor BAL-MTR-3681,Baldor-Reliance,Industrial Motors,Explosion-Proof Motor,BAL-MTR-3681,REDUNDANT RECORD: Baldor-Reliance BAL-MTR-3681 Industrial Motors Explosion-Proof Motor. Contact supplier TechFlow Solutions for spec sheet.,7088.2,GBP,230/400V,7.5 kW,50/60 Hz,3000 RPM,409.5 lbs,"33.4"" x 31.0"" x 19.7""",Stainless Steel,,36 Months Extended,Baldor-Reliance,France,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/baldor-reliance/bal-mtr-3681.pdf,https://www.industrial-supply-direct.com/item/bal-mtr-3681
PID-10823,Rockwell Allen-Bradley Distributed Control System (DCS) Module ROC-CTL-5565,Rockwell Allen-Bradley,Control Systems,Distributed Control System (DCS) Module,ROC-CTL-5565,"Rockwell Allen-Bradley Distributed Control System (DCS) Module ROC-CTL-5565 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",6972.02,$,24vdc,,0-400 Hz Output,N/A,173.9 kg.,392x788x155mm,Industrial Thermoplastic,IP20,,Rockwell Allen-Bradley,France,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/rockwell_allen-bradley/roc-ctl-5565.pdf,https://www.industrial-supply-direct.com/item/roc-ctl-5565
PID-10824,Gardner Denver Rotary Screw Compressor GAR-CMP-8222,Gardner Denver,Compressors,Rotary Screw Compressor,GAR-CMP-8222,REDUNDANT RECORD: Gardner Denver GAR-CMP-8222 Compressors Rotary Screw Compressor. Contact supplier Apex Industrial Supplies for spec sheet.,16462.35,GBP,460 V 60Hz,110 kW,60 Hz,2950 RPM,90.2 lbs,L:112 W:393 H:453,Heavy Gauge Steel Housing,IP54,1 Year Standard,Gardner Denver,Italy,Apex Industrial Supplies,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/gardner_denver/gar-cmp-8222.pdf,https://www.industrial-supply-direct.com/item/gar-cmp-8222
PID-10825,Schneider Electric Molded Case Circuit Breaker (MCCB) SCH-ELC-4771,Schneider Electric,Electrical Components,Molded Case Circuit Breaker (MCCB),SCH-ELC-4771,"*** SCHNEIDER ELECTRIC SPECIAL PROMO *** Model SCH-ELC-4771. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",3288.52,$,230/400V,1600 A Rating,50/60 Hz,N/A,144.2 g,1099 x 509 x 884 mm,DMC Polyester Glass,IP54,1 Year Standard,Schneider Electric,France,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-4771.pdf,https://www.industrial-supply-direct.com/item/sch-elc-4771
PID-10826,Banner Engineering Emergency Stop Rope Pull BAN-SFT-1071,Banner Engineering,Safety Equipment,Emergency Stop Rope Pull,BAN-SFT-1071,REDUNDANT RECORD: Banner Engineering BAN-SFT-1071 Safety Equipment Emergency Stop Rope Pull. Contact supplier Precision Parts Direct for spec sheet.,23723.53,GBP,24 V DC,5 W,DC,N/A,245.6 KG,"21.1"" x 21.0"" x 22.1""",Flameproof Aluminum,IP67,12 Months,Banner Engineering,Sweden,Precision Parts Direct,Vendor Portal Upload,https://docs.productiq-assets.com/specs/banner_engineering/ban-sft-1071.pdf,https://www.industrial-supply-direct.com/item/ban-sft-1071
PID-10827,Xylem Submersible Slurry Pump XYL-PMP-7245,Xylem,Pumps,Submersible Slurry Pump,XYL-PMP-7245,"Compact and durable Submersible Slurry Pump with standard power rating, rated for 415V networks.",15393.35,EUR,415V,,60 Hz,3500 rpm,375.7 kg,398 x 367 x 736 mm,Duplex Steel,IP66,36 Months Extended,Xylem,Italy,Apex Industrial Supplies,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/xylem/xyl-pmp-7245.pdf,https://www.industrial-supply-direct.com/item/xyl-pmp-7245
PID-10828,Grundfos Positive Displacement Pump GRU-PMP-5780,Grundfos,Pumps,Positive Displacement Pump,GRU-PMP-5780,Heavy-duty industrial grade Positive Displacement Pump engineered by Grundfos. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,11449.25,,230 V,15 kW,50/60 Hz,3500 rpm,116.7 kg,,Stainless Steel 316,IP68,1 Year Standard,Grundfos,China,TechFlow Solutions,Supplier Price File 2024,https://docs.productiq-assets.com/specs/grundfos/gru-pmp-5780.pdf,https://www.industrial-supply-direct.com/item/gru-pmp-5780
PID-10829,Sick Pressure Transmitter SIC-SNS-5496,Sick,Sensors,Pressure Transmitter,SIC-SNS-5496,"Compact and durable Pressure Transmitter with standard power rating, rated for 12-30 VDC networks.",11499.91,$,12-30 VDC,,50/60 Hz,N/A,202.7 lbs,,316L SS,IP69K,36 Months Extended,Sick,Sweden,Nordic Machinery Hub,Distributor Catalog EU,https://docs.productiq-assets.com/specs/sick/sic-sns-5496.pdf,https://www.industrial-supply-direct.com/item/sic-sns-5496
PID-10830,Pepperl+Fuchs Interlock Switch PEP-SFT-4345,Pepperl+Fuchs,Safety Equipment,Interlock Switch,PEP-SFT-4345,<div><p>Industrial Safety Equipment - PEP-SFT-4345</p><span>Manufacturer: Pepperl+Fuchs</span><br>Standard spec with warranty: 12 Months</div>,10510.3,GBP,24 V DC,0.02 kW,DC,N/A,175.0 kg.,"45.9"" x 12.0"" x 30.7""",Reinforced Polymer,Ex d IIC T6,12 Months,Pepperl+Fuchs,Germany,Precision Parts Direct,Supplier Price File 2024,https://docs.productiq-assets.com/specs/pepperl+fuchs/pep-sft-4345.pdf,https://www.industrial-supply-direct.com/item/pep-sft-4345
PID-10831,Sick Explosion Proof Beacon SIC-SFT-4106,Sick,Safety Equipment,Explosion Proof Beacon,SIC-SFT-4106,REDUNDANT RECORD: Sick SIC-SFT-4106 Safety Equipment Explosion Proof Beacon. Contact supplier TechFlow Solutions for spec sheet.,15477.26,EUR,110-230 VAC,15 W,DC,N/A,268.0 kilograms,678x263x497mm,Reinforced Polymer,IP66,12 Months,Sick,United Kingdom,TechFlow Solutions,Supplier Price File 2024,,https://www.industrial-supply-direct.com/item/sic-sft-4106
PID-10832,Euchner Gas Detection Monitor EUC-SFT-8008,Euchner,Safety Equipment,Gas Detection Monitor,EUC-SFT-8008,<div><p>Industrial Safety Equipment - EUC-SFT-8008</p><span>Manufacturer: Euchner</span><br>Standard spec with warranty: 2 Years</div>,187.85,USD,24VDC,0.02 kW,DC,N/A,365.5 KG,242 x 753 x 479 mm,Flameproof Aluminum,IP69K,2 Years,Euchner,Sweden,Continental Drive Systems,ERP Master Data,https://docs.productiq-assets.com/specs/euchner/euc-sft-8008.pdf,https://www.industrial-supply-direct.com/item/euc-sft-8008
PID-10833,Endress+Hauser RTD Temp Sensor END-SNS-8653,Endress+Hauser,Sensors,RTD Temp Sensor,END-SNS-8653,REDUNDANT RECORD: Endress+Hauser END-SNS-8653 Sensors RTD Temp Sensor. Contact supplier Precision Parts Direct for spec sheet.,12883.61,GBP,24 V DC,5 W,N/A,N/A,215.1 lbs,337x223x878mm,316L SS,IP68,24 months,Endress+Hauser,United Kingdom,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/endress+hauser/end-sns-8653.pdf,https://www.industrial-supply-direct.com/item/end-sns-8653
PID-10834,Caterpillar Industrial Diesel Generator CAT-PWR-8251,Caterpillar,Power Equipment,Industrial Diesel Generator,CAT-PWR-8251,"Compact and durable Industrial Diesel Generator with 250 kVA rating, rated for 480 V networks.",1835.18,EUR,480 V,250 kVA,50 Hz,N/A,218.8 kilograms,"40.0"" x 22.8"" x 7.7""",Galvanized Steel Weatherproof,IP65 Enclosure,12 Months,Caterpillar,Finland,Continental Drive Systems,Field Engineering Audit,https://docs.productiq-assets.com/specs/caterpillar/cat-pwr-8251.pdf,https://www.industrial-supply-direct.com/item/cat-pwr-8251
PID-10835,Vertiv Liebert Solar Inverter Grid-Tied VER-PWR-7533,Vertiv Liebert,Power Equipment,,VER-PWR-7533,"Compact and durable Power Equipment with 100 kW rating, rated for 230 V Single Phase networks.",9811.7,EUR,230 V Single Phase,100 kW,50 Hz,N/A,421.4 kilograms,38.3x79.0x48.8 cm,Marine Grade Aluminum,IP20,2 Years,Vertiv Liebert,Finland,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/vertiv_liebert/ver-pwr-7533.pdf,https://www.industrial-supply-direct.com/item/ver-pwr-7533
PID-10836,Caterpillar Solar Inverter Grid-Tied CAT-PWR-4995,Caterpillar,Power Equipment,Solar Inverter Grid-Tied,CAT-PWR-4995,Heavy-duty industrial grade Solar Inverter Grid-Tied engineered by Caterpillar. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,11053.73,USD,400 V 3-Phase,50 kVA,60 Hz,N/A,,296x144x170mm,Acoustic Heavy Steel,IP65 Enclosure,1 Year Standard,Caterpillar,Germany,Continental Drive Systems,Distributor Catalog EU,https://docs.productiq-assets.com/specs/caterpillar/cat-pwr-4995.pdf,https://www.industrial-supply-direct.com/item/cat-pwr-4995
PID-10837,Huawei Digital Power Online Double-Conversion UPS HUA-PWR-5286,Huawei Digital Power,Power Equipment,Online Double-Conversion UPS,HUA-PWR-5286,"Compact and durable Online Double-Conversion UPS with 1500 kVA rating, rated for 230 V Single Phase networks.",21841.31,USD,230 V Single Phase,1500 kVA,50/60 Hz,1800 rpm,129.5 lbs,L:286 W:358 H:493,Galvanized Steel Weatherproof,IP54 Outdoor,1 Year Standard,Huawei Digital Power,France,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-5286.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-5286
PID-10838,Siemens Three-Phase Induction Motor SIE-MTR-9107,Siemens,Industrial Motors,Three-Phase Induction Motor,SIE-MTR-9107,<div><p>Industrial Industrial Motors - SIE-MTR-9107</p><span>Manufacturer: Siemens</span><br>Standard spec with warranty: 1 Year Standard</div>,10207.8,EUR,230/400V,15000 W,50Hz,980 rpm,,L:170 W:791 H:773,Stainless Steel,IP65,1 Year Standard,Siemens,Germany,Apex Industrial Supplies,Field Engineering Audit,https://docs.productiq-assets.com/specs/siemens/sie-mtr-9107.pdf,https://www.industrial-supply-direct.com/item/sie-mtr-9107
PID-10839,WEG Three-Phase Induction Motor WEG-MTR-1394,WEG,Industrial Motors,Three-Phase Induction Motor,WEG-MTR-1394,Heavy-duty industrial grade Three-Phase Induction Motor engineered by WEG. Designed for continuous continuous operation in harsh industrial environments with high thermal efficiency and rugged construction.,6776.5,$,690 V,,50Hz,3000 RPM,404.6 kilograms,544x490x712mm,Ductile Iron,IP56,,WEG,United States,Apex Industrial Supplies,Distributor Catalog EU,https://docs.productiq-assets.com/specs/weg/weg-mtr-1394.pdf,https://www.industrial-supply-direct.com/item/weg-mtr-1394
PID-10840,Honeywell Analytics Interlock Switch HON-SFT-4846,Honeywell Analytics,Safety Equipment,Interlock Switch,HON-SFT-4846,"Honeywell Analytics Interlock Switch HON-SFT-4846 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",12545.7,USD,Battery / 3.6V,5 W,DC,N/A,396.6 LBS,20.3x73.6x85.7 cm,Anodized Aluminum,Ex d IIC T6,5 Years,Honeywell Analytics,United Kingdom,Nordic Machinery Hub,OEM Technical Data Sheet,,https://www.industrial-supply-direct.com/item/hon-sft-4846
PID-10841,Rockwell Allen-Bradley Safety Relay ROC-CTL-1405,Rockwell Allen-Bradley,Control Systems,Safety Relay,ROC-CTL-1405,"Compact and durable Safety Relay with 30 W rating, rated for 24 V DC networks.",3441.0,GBP,24 V DC,30 W,50/60 Hz,N/A,207.5 kg,,Industrial Thermoplastic,IP20,24 months,Rockwell Allen-Bradley,China,Global Electro Corp,Field Engineering Audit,https://docs.productiq-assets.com/specs/rockwell_allen-bradley/roc-ctl-1405.pdf,https://www.industrial-supply-direct.com/item/roc-ctl-1405
PID-10842,Vertiv Liebert Battery Energy Storage Unit VER-PWR-4322,Vertiv Liebert,Power Equipment,Battery Energy Storage Unit,VER-PWR-4322,"*** VERTIV LIEBERT SPECIAL PROMO *** Model VER-PWR-4322. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",14882.02,€,230 V Single Phase,50 kVA,60 Hz,1500 RPM,330.7 kg.,312 x 515 x 597 mm,Marine Grade Aluminum,IP23,36 Months Extended,Vertiv Liebert,United Kingdom,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/vertiv_liebert/ver-pwr-4322.pdf,https://www.industrial-supply-direct.com/item/ver-pwr-4322
PID-10843,IFM Electronic Radar Level Sensor IFM-SNS-8085,IFM Electronic,Sensors,Radar Level Sensor,IFM-SNS-8085,"Compact and durable Radar Level Sensor with 1.5 W rating, rated for 4-20mA 24V networks.",21753.24,USD,4-20mA 24V,1.5 W,N/A,N/A,73.6 lbs,L:1009 W:627 H:807,316L SS,IP67,5 Years,IFM Electronic,Switzerland,Nordic Machinery Hub,Field Engineering Audit,https://docs.productiq-assets.com/specs/ifm_electronic/ifm-sns-8085.pdf,https://www.industrial-supply-direct.com/item/ifm-sns-8085
PID-10844,Ingersoll Rand Reciprocating Air Compressor ING-CMP-9810,Ingersoll Rand,Compressors,Reciprocating Air Compressor,ING-CMP-9810,"Compact and durable Reciprocating Air Compressor with 37 kW rating, rated for 3.3 kV networks.",7054.64,USD,3.3 kV,37 kW,50 Hz,3000 rpm,376.6 lbs,L:484 W:670 H:478,Acoustic Enclosure,IP65,12 Months,Ingersoll Rand,Germany,Apex Industrial Supplies,ERP Master Data,https://docs.productiq-assets.com/specs/ingersoll_rand/ing-cmp-9810.pdf,https://www.industrial-supply-direct.com/item/ing-cmp-9810
PID-10845,Schneider Electric Industrial Transformer SCH-ELC-6401,Schneider Electric,Electrical Components,Industrial Transformer,SCH-ELC-6401,"Compact and durable Industrial Transformer with 630 A Rating rating, rated for 230/400V networks.",14020.57,USD,230/400V,630 A Rating,60 Hz,N/A,292.6 kilograms,,Silver Alloy Contacts,IP54,5 Years,Schneider Electric,Germany,Apex Industrial Supplies,ERP Master Data,https://docs.productiq-assets.com/specs/schneider_electric/sch-elc-6401.pdf,https://www.industrial-supply-direct.com/item/sch-elc-6401
PID-10846,Huawei Digital Power Online Double-Conversion UPS HUA-PWR-9566,Huawei Digital Power,Power Equipment,Online Double-Conversion UPS,HUA-PWR-9566,"Compact and durable Online Double-Conversion UPS with 100 kW rating, rated for 400/230V 50Hz networks.",CONTACT SALES,$,400/230V 50Hz,100 kW,60 Hz,1800 rpm,286.0 kg,901x740x136mm,Galvanized Steel Weatherproof,IP20,36 Months Extended,Huawei Digital Power,France,Precision Parts Direct,Distributor Catalog EU,https://docs.productiq-assets.com/specs/huawei_digital_power/hua-pwr-9566.pdf,https://www.industrial-supply-direct.com/item/hua-pwr-9566
PID-10847,Samson Globe Control Valve SAM-VLV-4097,Samson,Valves,Globe Control Valve,SAM-VLV-4097,"Compact and durable Globe Control Valve with standard power rating, rated for multi-voltage networks.",CONTACT SALES,EUR,,,N/A,N/A,407.4 g,"15.1"" x 14.4"" x 32.2""",WCB Carbon Steel,IP66,24 months,Samson,United Kingdom,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/samson/sam-vlv-4097.pdf,invalid-url-item
PID-10848,Sullair Rotary Screw Compressor SUL-CMP-5539,Sullair,Compressors,Rotary Screw Compressor,SUL-CMP-5539,REDUNDANT RECORD: Sullair SUL-CMP-5539 Compressors Rotary Screw Compressor. Contact supplier TechFlow Solutions for spec sheet.,22709.48,$,3.3 kV,22 kW,60 Hz,3000 rpm,423.0 KG,L:234 W:387 H:489,Cast Iron Block,IP65,36 Months Extended,Sullair,France,TechFlow Solutions,Field Engineering Audit,https://docs.productiq-assets.com/specs/sullair/sul-cmp-5539.pdf,https://www.industrial-supply-direct.com/item/sul-cmp-5539
PID-10849,NTN Spherical Roller Bearing NTN-BRG-5860,NTN,Bearings,Spherical Roller Bearing,NTN-BRG-5860,"NTN Spherical Roller Bearing NTN-BRG-5860 offers industry leading performance, low vibration levels, and optimized lifecycle costs. Complies with ISO 9001 and CE directives.",15747.27,,,N/A,N/A,6000 RPM,299.2 lbs,L:1174 W:582 H:104,Stainless Steel 440C,Open,24 months,NTN,Sweden,Precision Parts Direct,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/ntn/ntn-brg-5860.pdf,https://www.industrial-supply-direct.com/item/ntn-brg-5860
PID-10850,Honeywell Electromagnetic Flowmeter HON-SNS-5927,Honeywell,Sensors,Electromagnetic Flowmeter,HON-SNS-5927,REDUNDANT RECORD: Honeywell HON-SNS-5927 Sensors Electromagnetic Flowmeter. Contact supplier Global Electro Corp for spec sheet.,23923.87,USD,LOOP POWERED,5 W,N/A,N/A,269.2 LBS,1049 x 269 x 850 mm,316L SS,IP 67,1 Year Standard,Honeywell,Japan,Global Electro Corp,OEM Technical Data Sheet,https://docs.productiq-assets.com/specs/honeywell/hon-sns-5927.pdf,https://www.industrial-supply-direct.com/item/hon-sns-5927
PID-10851,Siemens Molded Case Circuit Breaker (MCCB) SIE-ELC-9028,Siemens,Electrical Components,Molded Case Circuit Breaker (MCCB),SIE-ELC-9028,"*** SIEMENS SPECIAL PROMO *** Model SIE-ELC-9028. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",7611.82,USD,,100 kVA,60 Hz,N/A,305.3 g,,DMC Polyester Glass,IP40,2 Years,Siemens,United States,TechFlow Solutions,Vendor Portal Upload,https://docs.productiq-assets.com/specs/siemens/sie-elc-9028.pdf,https://www.industrial-supply-direct.com/item/sie-elc-9028
PID-10852,Velan Check Valve VEL-VLV-5338,Velan,Valves,Check Valve,VEL-VLV-5338,"Compact and durable Check Valve with 50 W rating, rated for multi-voltage networks.",5437.1,$,,50 W,,,447.2 KG,"18.8"" x 22.5"" x 14.6""",CF8M Stainless,IP65,,Velan,France,Global Electro Corp,Field Engineering Audit,https://docs.productiq-assets.com/specs/velan/vel-vlv-5338.pdf,https://www.industrial-supply-direct.com/item/vel-vlv-5338
PID-10853,Euchner Gas Detection Monitor EUC-SFT-4660,Euchner,Safety Equipment,Gas Detection Monitor,EUC-SFT-4660,"*** EUCHNER SPECIAL PROMO *** Model EUC-SFT-4660. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",8420.85,$,110-230 VAC,10 W,50/60 Hz,N/A,44.5 lbs,723x452x466mm,Flameproof Aluminum,IP65,5 Years,Euchner,Germany,Nordic Machinery Hub,Supplier Price File 2024,https://docs.productiq-assets.com/specs/euchner/euc-sft-4660.pdf,https://www.industrial-supply-direct.com/item/euc-sft-4660
PID-10854,Sulzer Diaphragm Pump SUL-PMP-4273,Sulzer,Pumps,Diaphragm Pump,SUL-PMP-4273,"*** SULZER SPECIAL PROMO *** Model SUL-PMP-4273. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",6068.05,€,400v,7.5 kW,50 Hz,2900 RPM,117.7 kg,968 x 129 x 626 mm,Bronze,IP68,36 Months Extended,Sulzer,United Kingdom,Nordic Machinery Hub,Field Engineering Audit,,https://www.industrial-supply-direct.com/item/sul-pmp-4273
PID-10855,Baldor-Reliance DC Traction Motor BAL-MTR-4834,Baldor-Reliance,Industrial Motors,DC Traction Motor,BAL-MTR-4834,"*** BALDOR-RELIANCE SPECIAL PROMO *** Model BAL-MTR-4834. High reliability, certified quality. Suitable for power, water, oil&gas applications. Order now.",5836.53,GBP,230/400V,,50Hz,980 rpm,266.6 KG,"14.0"" x 31.2"" x 32.3""",Cast Iron,ip55,2 Years,Baldor-Reliance,United States,Global Electro Corp,Field Engineering Audit,https://docs.productiq-assets.com/specs/baldor-reliance/bal-mtr-4834.pdf,https://www.industrial-supply-direct.com/item/bal-mtr-4834
PID-10856,Honeywell Analytics Interlock Switch HON-SFT-1630,Honeywell Analytics,Safety Equipment,Interlock Switch,HON-SFT-1630,REDUNDANT RECORD: Honeywell Analytics HON-SFT-1630 Safety Equipment Interlock Switch. Contact supplier Global Electro Corp for spec sheet.,20417.75,USD,110-230 VAC,15 W,DC,N/A,81.1 g,60.4x36.1x23.5 cm,Anodized Aluminum,IP69K,1 Year Standard,Honeywell Analytics,United Kingdom,Global Electro Corp,Supplier Price File 2024,https://docs.productiq-assets.com/specs/honeywell_analytics/hon-sft-1630.pdf,https://www.industrial-supply-direct.com/item/hon-sft-1630
